current_number	serpitem_value_1	serpitem_value_1_numbers	serpitemtext_value	serpitem_value_2	serpitem_value_2_numbers	city	district	street	house_num	address	serpitem_value_3	serpitem_value_3_numbers	serpitemprop_values_1	serpitem_flag	serpitem_flag_numbers	label_2	metres2	metres3	serpitem_number	serpitemprop_values_2	metres	levels	serpitem_value_5_numbers	agency	serpitemtext_description	link
1	из 3	3		3 мин пешком	3	Москва	район Выхино-Жулебино	ул. Вострухина	6К1	Москва, ул. Вострухина, 6К1	32 000 руб./мес.	32000	комиссия 50%; залог	2-комнатная	2	на длительный срок	45 м	45	2	кухня 7 м 2; жилая 32 м 2	7; 2; 32; 2	3 этаж из 5	3; 5	ИстЛайн	Сдается квартира на длительный срок после косметического ремонта. Укомплектована всей необходимой мебелью и бытовой техникой. Кухонная мебель наборная. санузел разделен. Мет. дверь домофон. Рассмотрим всех приличных. Азию не предлагать.	http://www.cian.ru/rent/flat/33712313/
			Нет фото	10 мин пешком	10	Москва	район Рязанский	Окская ул.	44К1	Москва, Окская ул., 44К1	32 000 руб./мес.	32000	комиссия 50%; без залога	2-комнатная	2	на длительный срок	40 м	40	2	кухня 8 м 2; жилая 30 м 2	8; 2; 30; 2	6 этаж из 9	6; 9	Мой Дом	"Сдается срочно очень чистая, уютная меблированная квартира из серии ""заходи и живи"": два дивана, две стенки, стол, стулья, тумбочка с телевизором, кухонный гарнитур, холодильник, газовая плита. Стиральной машинки нет,если нужно приобрести - купят. Очень хороший ремонт. Новая сантехника. Новый линолеум. Прекрасные хозяева. Сдается только славянам на длительный срок."	http://www.cian.ru/rent/flat/34187182/
1	из 5	5		5 мин на транспорте	5	Москва	район Рязанский	ул. Михайлова	21	Москва, ул. Михайлова, 21	32 000 руб./мес.	32000	комиссия 50%; залог	2-комнатная	2	на длительный срок	43 м	43	2	кухня 6 м 2	6; 2	3 этаж из 5	3; 5	Миэль	Лот 31711. Косметич. ремонт. Современная мебель и бытовая техника. Гардеробная комната. Встроенные шкафы. Застеклённый балкон, стеклопакеты. Можно с детьми.	http://www.cian.ru/rent/flat/34103982/
			Нет фото	12 мин пешком	12	Москва	район Рязанский	ул. Академика Скрябина	20/1	Москва, ул. Академика Скрябина, 20/1	32 000 руб./мес.	32000	комиссия 50%; залог	2-комнатная	2	на длительный срок	45 м	45	2	кухня 6 м 2; жилая 31 м 2	6; 2; 31; 2	6 этаж из 9	6; 9	Мир столичной недвижимости	Не путайте в с другими вариантами.Сдается двухкомнатная квартира с изолированными комнатами. Пешая доступность от метро. Свежая косметика. Застекленный балкон. Окна ПВХ, пол паркет. В наличии стенка, большой диван, 2 кровати, шкаф, писм.стол, ТВ, холодильник и т.д. Славян.	http://www.cian.ru/rent/flat/28612168/
			Нет фото	4 мин пешком	4	Москва	район Выхино-Жулебино	ул. Вострухина	4к1	Москва, ул. Вострухина, 4к1	33 350 руб./мес.	33350	комиссия 20%; залог	2-комнатная	2	на длительный срок	44 м	44	2	кухня 7 м 2; жилая 30 м 2	7; 2; 30; 2	5 этаж из 5	5; 5	Центр Недвижимости +	Квартира чистая с мебелью 90-2000х годов вся бытовая техника. Депозит половина.	http://www.cian.ru/rent/flat/34027787/
1	из 8	8		4 мин пешком	4	Москва	район Выхино-Жулебино	ул. Вострухина	4к1	Москва, ул. Вострухина, 4к1	33 000 руб./мес.	33000	комиссия 15%; залог	2-комнатная	2	на длительный срок	45 м	45	2	кухня 7 м 2; жилая 30 м 2	7; 2; 30; 2	5 этаж из 5	5; 5	Виталий Зотов	Сдам квартиру 2-к квартира 45 м² на 5 этаже 5-этажного панельного дома, есть вся необходимая бытовая техника Плита, Микроволновка, Холодильник, Стиральная машина Можно с питомцами, Можно с детьми Уютная.тихая,не прокуренная квартира.Cпокойные соседи.Окна во двор. на детскую площадку.Минимум мебели,Шкафы под одежду и белье встроенные,большие антресоли. Залог 50%	http://www.cian.ru/rent/flat/34236197/
1	из 10	10		4 мин пешком	4	Москва	район Выхино-Жулебино	ул. Вострухина	4к1	Москва, ул. Вострухина, 4к1	33 000 руб./мес.	33000	комиссия 20%; залог	2-комнатная	2	на длительный срок	46 м	46	2	кухня 7 м 2; жилая 30 м 2	7; 2; 30; 2	5 этаж из 5	5; 5	На семи холмах	Комнаты изолированные,Чистая уютная квартира,мебель наборная,90-годов,холодильник-стиральная машина,телевизор,комод,шкаф,двухспальная кровать,также кровать полуторка,Квартира теплая,балкон-застеклен,с\у-раздельный-в плитке,Можно с детьми и животными,хорошие хозяева,Длительный срок,Депозит разбивается на три месяца,Срочно	http://www.cian.ru/rent/flat/34267787/
1	из 7	7		3 мин пешком	3	Москва	район Выхино-Жулебино	ул. Вострухина	4к1	Москва, ул. Вострухина, 4к1	33 000 руб./мес.	33000	комиссия 30%; залог	2-комнатная	2	на длительный срок	45 м	45	2	кухня 7 м 2; жилая 30 м 2	7; 2; 30; 2	5 этаж из 5	5; 5	ID: 8475736	Изолированные комнаты разд с/у мебель наборная современная техника балкон застеклен окна во двор семейным славянам можно с детьми и даже воспитанным питомцем депозит 50% - 16500р	http://www.cian.ru/rent/flat/34039454/
1	из 5	5		15 мин пешком	15	Москва	район Кузьминки	ул. Академика Скрябина	26К5	Москва, ул. Академика Скрябина, 26К5	33 000 руб./мес.	33000	комиссия 50%; залог	2-комнатная	2	на длительный срок	40 м	40	2	кухня 8 м 2; жилая 22 м 2	8; 2; 22; 2	7 этаж из 9	7; 9	частный маклер	Квартира с хорошим ремонтом. Укомплектована всей необходимой мебелью и бытовой техникой. Кухня встроенная под единой столешницей. Двухкамерный холодильник, СМА, СВЧ. СУС в плитке. Окна-ПВХ, балкон застеклен, пол-линолеум, мет.дверь, домофон, интернет. Сдается на длительный срок. Рассмотрим различный состав славян. Залог разобьем по договоренности на несколько месяцев.	http://www.cian.ru/rent/flat/33303636/
1	из 15	15		10 мин пешком	10	Москва	район Рязанский	Окская ул.	44К1	Москва, Окская ул., 44К1	33 000 руб./мес.	33000	комиссия 70%; залог	2-комнатная	2	на длительный срок	44 м	44	2	кухня 7 м 2; жилая 28 м 2	7; 2; 28; 2	4 этаж из 9	4; 9	частный маклер	Чистая, уютная квартира. Комнаты изолированные. Укомплектована всей необходимой для проживания мебелью и бытовой техникой. Сдается на длительный срок. Залог 10000. СЛАВЯН.	http://www.cian.ru/rent/flat/29471008/
1	из 10	10		4 мин пешком	4	Москва	район Рязанский	1-я Новокузьминская ул.	23К2	Москва, 1-я Новокузьминская ул., 23К2	33 000 руб./мес.	33000	комиссия 60%; залог	2-комнатная	2	на длительный срок	63 м	63	2	кухня 11 м 2; жилая 35 м 2	11; 2; 35; 2	3 этаж из 5	3; 5	ПОЛЕЗНАЯ ПЛОЩАДЬ	Сталинский дом. Кухонный гарнитур со всей бытовой техникой. Вся необходимая для проживания мебель (двуспальная кровать, 2 дивана, 2 шкафа), ТВ. Санузел раздельный. Застекленный балкон. Металлическая дверь, домофон. Славян	http://www.cian.ru/rent/flat/33494121/
1	из 8	8		15 мин пешком	15	Москва	район Рязанский	Луховицкая ул.	6	Москва, Луховицкая ул., 6	33 000 руб./мес.	33000	комиссия 50%; залог	2-комнатная	2	на длительный срок	43 м	43	2	кухня 6 м 2; жилая 31 м 2	6; 2; 31; 2	2 этаж из 5	2; 5	Елена Акинина	Квартира после ремонта: на окнах стеклопакеты,на полу паркет после реставрации.Комнаты смежные:двухспальная кровать, шкаф для одежды, телевизор.Возможно дооборудовать квартиру под клиента. Кухня:гарнитур, холодильник, стиральная машина. Санузел совмещен:	http://www.cian.ru/rent/flat/31220039/
			Нет фото	7 мин пешком	7	Москва	район Выхино-Жулебино	Ферганская ул.	1	Москва, Ферганская ул., 1	33 000 руб./мес.	33000	комиссия 50%; залог	2-комнатная	2	на длительный срок	45 м	45	2	кухня 7 м 2; жилая 30 м 2	7; 2; 30; 2	8 этаж из 12	8; 12	Галина Сушкова	РАБОТАЕМ ЧЕСТНО!!!Все сведения достоверны! Правила размещения объявлений СОБЛЮДЕНЫ!!! СДАМ 2Х-КОМН КВ. !!!ВЫХИНО! СРОЧНО!!! Комнаты изолированные. Ремонт свежий (косметика).Кухня -гарнитур, СМА, холодильник. Мебель -два шкафа, два дивана новые. СУР- плитка Рассмотрят СЛАВЯН состав обсуждается. ОПЛАТА УСЛУГ ПО ФАКТУ ЗАСЕЛЕНИЯ!	http://www.cian.ru/rent/flat/29867998/
			Нет фото	8 мин пешком	8	Москва	район Выхино-Жулебино	ул. Хлобыстова	12К2	Москва, ул. Хлобыстова, 12К2	33 000 руб./мес.	33000	комиссия 30%; без залога	2-комнатная	2	на длительный срок	54 м	54	2	кухня 9 м 2; жилая 34 м 2	9; 2; 34; 2	8 этаж из 12	8; 12	Nadezda	ул.Хлобыстова д.12.Отличная чистая квартира.Балкон застекленный.На кухне-гарнитур,холодильник,стиральная машинка.В 1 комнате-диван,шкаф.В другой-шкаф,2-х.спальная кровать.Славян	http://www.cian.ru/rent/flat/34158269/
			Нет фото	13 мин пешком	13	Москва	район Кузьминки	ул. Федора Полетаева	38	Москва, ул. Федора Полетаева, 38	33 000 руб./мес.	33000	комиссия 50%; без залога	2-комнатная	2	на длительный срок	45 м	45	2	кухня 8 м 2; жилая 28 м 2	8; 2; 28; 2	8 этаж из 9	8; 9	частный маклер	квартира после косметического ремонта, можно две семьи	http://www.cian.ru/rent/flat/34155362/
			Нет фото	5 мин на транспорте	5	Москва	район Рязанский	ул. Михайлова	5	Москва, ул. Михайлова, 5	34 000 руб./мес.	34000	комиссия 80%; залог	2-комнатная	2	на длительный срок	44 м	44	2	кухня 7 м 2; жилая 29 м 2	7; 2; 29; 2	2 этаж из 5	2; 5	ИНКОМ-Недвижимость / Аренда / Офис Академическое	Квартира после свежего капитального ремонта.Новый встроенный кухонный гарнитур, вся бытовая техника.Комнаты изолированные.Пол- ламинат.Стеклопакеты.Гостиная, спальня.Полностью меблирована современной мебелью.Металлическая дверь, домофон. ГАРАНТИЙНЫЙ ТАЛОН нанимателю при оплате 100%. ИНКОМ-Академическое. Номер лота: 2182383	http://www.cian.ru/rent/flat/34174777/
1	из 9	9		15 мин пешком	15	Москва	район Кузьминки	ул. Академика Скрябина	28К1	Москва, ул. Академика Скрябина, 28К1	35 000 руб./мес.	35000	комиссия 80%; залог	2-комнатная	2	на длительный срок	47 м	47	2	кухня 6 м 2; жилая 31 м 2	6; 2; 31; 2	2 этаж из 9	2; 9	ИНКОМ-Недвижимость / Аренда / Офис Арбатское	д.28. Квартира после свежего косметического ремонта. На кухне кухонный гарнитур со всей бытовой техникой. В комнате раскладной диван, два кресла ,трёхстворчатый шкаф.журнальный стол.В спальне диван,шкаф.В прихожей шкаф-купе.Развитая инфраструктура,удобная транспортная развязка. ИНКОМ-Арбатское. Номер лота: 1704599	http://www.cian.ru/rent/flat/30888473/
1	из 7	7		6 мин пешком	6	Москва	район Выхино-Жулебино	Рязанский просп.	95К1	Москва, Рязанский просп., 95К1	35 000 руб./мес.	35000	комиссия 50%; залог	2-комнатная	2	на длительный срок	47 м	47	2	кухня 12 м 2; жилая 30 м 2	12; 2; 30; 2	1 этаж из 12	1; 12	частный маклер	Сдается 2ком.кв. Рязанский проспект, 6-7мин.пеш., 1эт./12эт.дома, общ.47кв.м., 18+12см., кухня 12кв.м., после Евроремонта, приличная мебель, есть холодильник и стиральная машина. Сдается на длит.срок.Стоимость 35тыс.руб. Руслан.	http://www.cian.ru/rent/flat/30362027/
			Нет фото	13 мин пешком	13	Москва	район Рязанский	ул. Федора Полетаева	17К1	Москва, ул. Федора Полетаева, 17К1	35 000 руб./мес.	35000	комиссия 30%; залог	2-комнатная	2	на длительный срок	45 м	45	2	кухня 7 м 2; жилая 30 м 2	7; 2; 30; 2	9 этаж из 9	9; 9	частный маклер	Качественный ремонт. Комнаты смежные. Замена всей сантехники. Встроенная кухня, холодильник, СМА, пол плитка. Окна ПВХ. Гостиная ТВ, диван, стеночка. Спальный гарнитур, балкон застеклён. Вся мебель и техника новые, современные. Сдаётся на длительный срок. Депозит могут разбить.	http://www.cian.ru/rent/flat/34119037/
1	из 6	6		15 мин пешком	15	Москва	район Рязанский	Зарайская ул.	29	Москва, Зарайская ул., 29	35 000 руб./мес.	35000	комиссия 25%; залог	2-комнатная	2	на длительный срок	46 м	46	2	кухня 7 м 2; жилая 32 м 2	7; 2; 32; 2	4 этаж из 5	4; 5	Марк Андронов	Предлагается в аренду 2-х комнатная квартира со свежем евроремонтом. Балкон застекленный. Лифта нет.	http://www.cian.ru/rent/flat/34167759/
1	из 4	4		4 мин пешком	4	Москва	район Рязанский	4-й Вешняковский проезд	5К4	Москва, 4-й Вешняковский проезд, 5К4	35 000 руб./мес.	35000	комиссия 50%; залог	2-комнатная	2	на длительный срок	40 м	40	2	кухня 7 м 2; жилая 30 м 2	7; 2; 30; 2	3 этаж из 5	3; 5	частный маклер	Сдается уютная двухкомнатная квартира после косметического ремонта, комнаты изолированы, от метро реально 4 минуты хотьбы. На кухне новый гарнитур, нв фото нет, вся бытовая техника для комфортного проживания присутствует, в одной комнате шкаф купе, двуспальный диван, в другой комнате вместительные шкафы, двуспальный диван, кресло, тв, тумба под тв, СУР. Рассмотрим приличных жильцов славянской внешности, можно трех-четырех девушек, можно СП, можно молодых людей, можно с животными, можно с детьми, показ оперативно. Замечательные собственники, знаю лично.	http://www.cian.ru/rent/flat/34111817/
			Нет фото	15 мин пешком	15	Москва	район Кузьминки	ул. Академика Скрябина	26К1	Москва, ул. Академика Скрябина, 26К1	35 000 руб./мес.	35000	комиссия 25%; без залога	2-комнатная	2	на длительный срок	50 м	50	2	кухня 8 м 2; жилая 34 м 2	8; 2; 34; 2	8 этаж из 9	8; 9	Иристон	Сдается 2-х комнатная квартира недалеко от метро со всеми условиями для проживания. Рассматриваются все составы до 8-10 человек. Комнаты раздельные.	http://www.cian.ru/rent/flat/34239739/
1	из 11	11		4 мин пешком	4	Москва	район Выхино-Жулебино	ул. Вострухина	4к1	Москва, ул. Вострухина, 4к1	35 000 руб./мес.	35000	комиссия 40%; залог	2-комнатная	2	на длительный срок	45 м	45	2	кухня 6 м 2; жилая 32 м 2	6; 2; 32; 2	5 этаж из 5	5; 5	Замоскворечье Филиал №3	Лот 100683. Объектом занимается Инна. Уютная. тихая, не прокуренная квартира. Спокойные соседи. Окна во двор. на детскую площадку. Минимум мебели, Шкафы под одежду и белье встроенные, большие антресоли, Бытовая техника Плита Микроволновка Холодильник Стиральная машина, балкон. Можно с животными и с детьми. Строго славян.	http://www.cian.ru/rent/flat/34103572/
1	из 8	8		10 мин на транспорте	10	Москва	район Нижегородский	Бронницкая ул.	2/6	Москва, Бронницкая ул., 2/6	35 000 руб./мес.	35000	комиссия 30%; залог	2-комнатная	2	на длительный срок	46 м	46	2	кухня 7 м 2	7; 2	2 этаж из 5	2; 5	Миэль	Лот 37273. Квартира сдается впервые. Только закончили ремонт ( евроремонт) делали для себя. Дорогая современная мебель. Встроенный кухонный гарнитур. КОФЕМАШИНА В ПОДАРОК!	http://www.cian.ru/rent/flat/30114838/
1	из 6	6		3 мин пешком	3	Москва	район Рязанский	Рязанский просп.	81/1	Москва, Рязанский просп., 81/1	35 000 руб./мес.	35000	комиссия 50%; залог	2-комнатная	2	на длительный срок	48 м	48	2	кухня 7 м 2; жилая 32 м 2	7; 2; 32; 2	3 этаж из 5	3; 5	ИстЛайн	Сдается квартира после косметического ремонта. Укомплектована необходимой современной мебелью и бытовой техникой. Комнаты изолированные. Без балкона. СУ разделен. Рассмотрит платежеспособных граждан. Кухня 9 кв.м, комнаты 18-12, без балкона, СУ разделен. Азию не предлагать	http://www.cian.ru/rent/flat/34205472/
1	из 12	12		10 мин пешком	10	Москва	район Рязанский	Рязанский просп.	65	Москва, Рязанский просп., 65	35 000 руб./мес.	35000	комиссия 60%; залог	2-комнатная	2	на длительный срок	60 м	60	2	кухня 10 м 2; жилая 35 м 2	10; 2; 35; 2	2 этаж из 4	2; 4	частный маклер	Санузел раздельн, в новой плитке, новая сантехника, новая чугунная ванна, смесители и т.д. Современный кухонный гарнитур МДФ со всей бытовой техникой. В комнатах ремонт косметический. Новые обои, полы линолеум. В коридоре новый шкаф-купе зеркальный до потолка+ еще новый гардероб. В комнатах мебель наборная, разных лет, в хорошем состоянии.	http://www.cian.ru/rent/flat/28951547/
1	из 10	10		13 мин пешком	13	Москва	район Рязанский	ул. Федора Полетаева	15К1	Москва, ул. Федора Полетаева, 15К1	35 000 руб./мес.	35000	комиссия 50%; залог	2-комнатная	2	на длительный срок	44 м	44	2	кухня 7 м 2; жилая 32 м 2	7; 2; 32; 2	1 этаж из 9	1; 9	ID: 165419	Высокий этаж, решетки. Комнаты изолированные. Косметический ремонт. Мебель - диван, диван, тумба. Кухонный гарнитур.прихожая, холодильник, стиральная машина, интернет проводной, Сан/узел раздельный, плитка. Балкона нет. Рассматривают славян, семейную пару или 1-2 дев/жен.	http://www.cian.ru/rent/flat/33941592/
1	из 8	8		5 мин пешком	5	Москва	район Выхино-Жулебино	Рязанский просп.	85К2	Москва, Рязанский просп., 85К2	35 000 руб./мес.	35000	комиссия 50%; залог	2-комнатная	2	на длительный срок	39 м	39	2	кухня 6 м 2; жилая 22 м 2	6; 2; 22; 2	5 этаж из 9	5; 9	частный маклер	Александр, очень теплая уютная квартира, металлическая дверь, можно две семьи, залог разбивают, стоимость 30 тыс. + коммуналка, возможно даже выйдет чуть дешевле чем в объявлении указано.	http://www.cian.ru/rent/flat/34177317/
1	из 18	18		18 мин пешком	18	Москва	район Рязанский	Шатурская ул.	49К2	Москва, Шатурская ул., 49К2	35 000 руб./мес.	35000	комиссия 80%; без залога	2-комнатная	2	на длительный срок	42 м	42	2	кухня 6 м 2; жилая 28 м 2	6; 2; 28; 2	2 этаж из 5	2; 5	Константа	Квартира с качественным ремонтом, с застекленным балконом, полностью обставлена современной мебелью из ИКЕИ , вся бытовая техника стиральная машина, большой холодильник, СВЧ и т.д. Современный кухонный гарнитур под единой столешницей. Развитая инфраструктура, рядом садик, парк, школа, тихий спокойный район.Квартира сдается семейным парам славянской внешности без вредных привычек, без животных.	http://www.cian.ru/rent/flat/34105994/
1	из 10	10		9 мин пешком	9	Москва	район Выхино-Жулебино	Рязанский просп.	68К1	Москва, Рязанский просп., 68К1	35 000 руб./мес.	35000	комиссия 50%; залог	2-комнатная	2	на длительный срок	51 м	51	2	кухня 7 м 2; жилая 32 м 2	7; 2; 32; 2	7 этаж из 12	7; 12	частный маклер	Комнаты изолированы. Чисто, аккуратно. Мебель новая, только что их Икеи. С/У раздельный. Свежая бытовая техника и кухня. Без животных. Славян.	http://www.cian.ru/rent/flat/30717209/
1	из 6	6		12 мин пешком	12	Москва	район Рязанский	ул. Академика Скрябина	20/1	Москва, ул. Академика Скрябина, 20/1	35 000 руб./мес.	35000	комиссия 50%; залог	2-комнатная	2	на длительный срок	44 м	44	2	кухня 7 м 2; жилая 31 м 2	7; 2; 31; 2	2 этаж из 9	2; 9	Техно Трейд	Обычная квартира со всей мебелью и техникой!В квартире бардак, люди сьезжают 15 декабря!	http://www.cian.ru/rent/flat/32628161/
			Нет фото	9 мин пешком	9	Москва	район Выхино-Жулебино	ул. Хлобыстова	12	Москва, ул. Хлобыстова, 12	35 000 руб./мес.	35000	комиссия 50%; залог; возможен торг	2-комнатная	2	на длительный срок	38 м	38	2	кухня 6 м 2; жилая 24 м 2	6; 2; 24; 2	7 этаж из 12	7; 12	continent	В квартире был сделан косметический ремонт пол года назад.Комнаты раздельные,квартира светлая. Вся мебель присутствует. Вся бытовая техника. Рассмотрят славян.	http://www.cian.ru/rent/flat/33967769/
1	из 7	7		7 мин пешком	7	Москва	район Выхино-Жулебино	ул. Хлобыстова	10К2	Москва, ул. Хлобыстова, 10К2	36 000 руб./мес.	36000	комиссия 60%; залог	2-комнатная	2	на длительный срок	40 м	40	2	кухня 8 м 2; жилая 25 м 2	8; 2; 25; 2	3 этаж из 12	3; 12	ID: 23107	Валерий. Сан. узел раздельный, комнаты раздельные. Рассмотрим всех приличных. СРОЧНО.	http://www.cian.ru/rent/flat/33609967/
1	из 15	15		5 мин пешком	5	Москва	район Рязанский	Зеленодольская ул.	10/14	Москва, Зеленодольская ул., 10/14	36 000 руб./мес.	36000	комиссия 50%; залог	2-комнатная	2	на длительный срок	50 м	50	2	кухня 7 м 2; жилая 27 м 2	7; 2; 27; 2	8 этаж из 12	8; 12	ID: 14395	Предлагается в аренду 2-комнатная квартира на длительный срок. В квартире выполнен свежий косметический ремонт: новый ламинат и обои. Комнаты изолированные 17 и 10 кв м. Кухня 6.5 кв.м. Сан. узел раздельный. Застеклённый балкон. Имеется вся необходимая мебель, бытовая техника. Развитая инфраструктура, метро Рязанский проспект 5 мин. пешком, ул. Зеленодольская, д. 10/14, дом расположен в тихом зеленом дворе, детская площадка. Рядом магазины, аптека. ВНИМАНИЕ: Кавказ и Азию НЕ ПРЕДЛАГАТЬ.	http://www.cian.ru/rent/flat/33470183/
1	из 1	1		15 мин пешком	15	Москва	район Кузьминки	ул. Академика Скрябина	28К1	Москва, ул. Академика Скрябина, 28К1	38 000 руб./мес.	38000	комиссия 30%; залог; возможен торг	2-комнатная	2	на длительный срок	50 м	50	2	кухня 6 м 2; жилая 32 м 2	6; 2; 32; 2	8 этаж из 9	8; 9	MARK-недвижимость	Светлана/Денис. ВНИМАНИЕ! Важное Сообщение! Депозит ВСЕГО 20000. Рассмотрим ВСЕХ, любой состав до 10-ти человек, любой национальности. Предлагается отличная квартира в 15-ти минутах пешком от метро. Комнаты ИЗОЛИРОВАННЫЕ. Имеется вся необходимая мебель и бытовая техника. Большая застекленная лоджия. Санузел раздельный. Остались вопросы? Звонить КРУГЛОСУТОЧНО! Всем бодрых дел!	http://www.cian.ru/rent/flat/31699026/
1	из 17	17		11 мин пешком	11	Москва	район Рязанский	Окская ул.	48/2	Москва, Окская ул., 48/2	38 000 руб./мес.	38000	комиссия 50%; залог	2-комнатная	2	на длительный срок	39 м	39	2	кухня 7,2 м 2; жилая 22 м 2	72; 2; 22; 2	1 этаж из 12	1; 12	частный маклер	Сдаётся чистая, уютная квартира с хорошим ремонтом. Большая комната соединена с кухней (разделена барной стойкой). На окнах решётки, стеклопакеты. Имеется всё для проживания: вся бытовая техника, мебель. В районе развитая инфраструктура: магазины, школы, дет.сады, поликлиники, ТЦ и т.д. Рассмотрим только славян. На длительный срок.	http://www.cian.ru/rent/flat/34005739/
1	из 7	7		5 мин на транспорте	5	Москва	район Нижегородский	Орехово-Зуевский проезд	14	Москва, Орехово-Зуевский проезд, 14	39 000 руб./мес.	39000	комиссия 70%; залог	2-комнатная	2	на длительный срок	54 м	54	2	кухня 9 м 2; жилая 34 м 2	9; 2; 34; 2	4 этаж из 17	4; 17	частный маклер	Сдается двухкомнатная квартира (только закончили ремонт),в кирпично-монолитном доме. В квартире есть вся необходимая современная мебель и техника, комнаты раздельные, с/узел раздельный, в ванной душ-кабина, балкон остеклен, полы ламинат, стеклопакеты, все окна выходят во двор (тихо). Удобная транспортная доступность до трёх станций метро (Рязанский пр-т, Кузьминки, Текстильщики). До платформы Карачарова 7 мин. пешком. Подробности по тел. СМОТРИТЕ ФОТО. Ключи на руках.	http://www.cian.ru/rent/flat/28209718/
1	из 19	19		5 мин пешком	5	Москва	район Рязанский	1-я Новокузьминская ул.	16К1	Москва, 1-я Новокузьминская ул., 16К1	40 000 руб./мес.	40000	комиссия 50%; залог	2-комнатная	2	на длительный срок	48 м	48	2	кухня 8 м 2; жилая 32 м 2	8; 2; 32; 2	2 этаж из 9	2; 9	частный маклер	Евроремонт.Очень уютная квартира совсем рядом с метро (реально 3-4 мин). Все окна выходят во двор.Комнаты раздельные.В большой комнате стоит диван,стенка, шкаф зеркальный платяной,стол обеденный, телевизор.В маленькой комнате стоит диван, платяной шкаф,журнальный столик. Кухонный гарнитур,холодильник,стиральная машина,новая дорогая газовая плита.В прихожей шкаф-купе зеркальный.Санузел раздельный,в плитке до потолка.Вся сантехника новая.Балкон застеклен.На окнах решетки. Берут славян. Ключи на руках, покажу оперативно.	http://www.cian.ru/rent/flat/33881637/
1	из 5	5		8 мин пешком	8	Москва	район Рязанский	3-я Институтская ул.	14	Москва, 3-я Институтская ул., 14	40 000 руб./мес.	40000	комиссия 50%; залог; возможен торг	2-комнатная	2	на длительный срок	44 м	44	2	кухня 7 м 2; жилая 30 м 2	7; 2; 30; 2	1 этаж из 5	1; 5	Evro-Metr Komnati	210-2 Ирина 8-964-564-34-01. Сдается впервые. Все очень прилично в квартире. Для прямых клиентов скидка. Сдается двухкомнатная квартира. Институтская 3-я ул, д.14. Этаж 1/5. Вся мебель. Телевизор. Телефон. Холодильник. Стиральная машина. Смотрите фото. Описание квартиры: Отличное состояние. Пожелания по жильцам: Расмотрят славян. . Дом теплый, добротный. Торг возможен на просмотре. Собственник работает только со мной. Спешите. СРОЧНО! Сегодня показываем. Показ оперативный. Ключи на руках. Добраться можно: 8 мин. пешком от м.Рязанский проспект, 4 мин. транспортом от м.Кузьминки, 5 мин. транспортом от м.Перово ИД:12991	http://www.cian.ru/rent/flat/34205877/
1	из 6	6		5 мин пешком	5	Москва	район Рязанский	Зеленодольская ул.	7К7	Москва, Зеленодольская ул., 7К7	40 000 руб./мес.	40000	комиссия 70%; залог	2-комнатная	2	на длительный срок	48 м	48	2	кухня 8 м 2; жилая 32 м 2	8; 2; 32; 2	6 этаж из 14	6; 14	ИНКОМ-Недвижимость / Аренда / Офис Таганское	Д7. Комнаты изолированные. Квартира с качественным евроремонтом. Комнаты изолированные. Современный спальный гарнитур. Новая мебель. Встроенная кухня со всей бытовой техникой. Балкон застеклен. Пол - паркет. ИНКОМ-Таганское. Номер лота: 1700713	http://www.cian.ru/rent/flat/33780029/
1	из 10	10		5 мин пешком	5	Москва	район Выхино-Жулебино	Рязанский просп.	60К4	Москва, Рязанский просп., 60К4	40 000 руб./мес.	40000	комиссия 70%; залог	2-комнатная	2	на длительный срок	72 м	72	2	кухня 12 м 2; жилая 40 м 2	12; 2; 40; 2	7 этаж из 17	7; 17	ИНКОМ-Недвижимость / Аренда / Офис Кузнецкий мост	Кирпичный дом. Ухоженная просторная квартира. Изолированные комнаты (22+18). Спальня ИКЕЯ. Мягкая мебель. Кухонный гарнитур. Вся необходимая бытовая техника. Гардеробная. Две незастекленные лоджии. Домофон. ГАРАНТИЙНЫЙ ТАЛОН нанимателю при оплате 100%. ИНКОМ-Кузнецкий Мост. Номер лота: 615138	http://www.cian.ru/rent/flat/34213172/
1	из 11	11		11 мин пешком	11	Москва	район Рязанский	3-я Институтская ул.	17	Москва, 3-я Институтская ул., 17	40 000 руб./мес.	40000	комиссия 50%; залог	2-комнатная	2	на длительный срок	63 м	63	2	кухня 11 м 2; жилая 36 м 2	11; 2; 36; 2	2 этаж из 17	2; 17	фаворит+	Сдается квартира, мебели минимум. Состав обсуждается.	http://www.cian.ru/rent/flat/34241809/
			Нет фото	17 мин пешком	17	Москва	район Кузьминки	ул. Академика Скрябина	28К1	Москва, ул. Академика Скрябина, 28К1	40 000 руб./мес.	40000	комиссия 20%; залог	2-комнатная	2	на длительный срок	45 м	45	2	кухня 7 м 2; жилая 30 м 2	7; 2; 30; 2	9 этаж из 9	9; 9	Виталий Зотов	ВСЕХ! до 10 человек. Квартира после косметического ремонта, чистая квартира в кирпичном доме. имеется вся необходимая мебель для проживания.	http://www.cian.ru/rent/flat/34252497/
