"id","sid","2015-10-08 00:00:00","2015-10-08 00:10:00","2015-10-08 00:20:00","2015-10-08 00:30:00","2015-10-08 00:40:00","2015-10-08 00:50:00","2015-10-08 01:00:00","2015-10-08 01:10:00","2015-10-08 01:20:00","2015-10-08 01:30:00","2015-10-08 01:40:00","2015-10-08 01:50:00","2015-10-08 02:00:00","2015-10-08 02:10:00","2015-10-08 02:20:00","2015-10-08 02:30:00","2015-10-08 02:40:00","2015-10-08 02:50:00","2015-10-08 03:00:00","2015-10-08 03:10:00","2015-10-08 03:20:00","2015-10-08 03:30:00","2015-10-08 03:40:00","2015-10-08 03:50:00","2015-10-08 04:00:00","2015-10-08 04:10:00","2015-10-08 04:20:00","2015-10-08 04:30:00","2015-10-08 04:40:00","2015-10-08 04:50:00","2015-10-08 05:00:00","2015-10-08 05:10:00","2015-10-08 05:20:00","2015-10-08 05:30:00","2015-10-08 05:40:00","2015-10-08 05:50:00","2015-10-08 06:00:00","2015-10-08 06:10:00","2015-10-08 06:20:00","2015-10-08 06:30:00","2015-10-08 06:40:00","2015-10-08 06:50:00","2015-10-08 07:00:00","2015-10-08 07:10:00","2015-10-08 07:20:00","2015-10-08 07:30:00","2015-10-08 07:40:00","2015-10-08 07:50:00","2015-10-08 08:00:00","2015-10-08 08:10:00","2015-10-08 08:20:00","2015-10-08 08:30:00","2015-10-08 08:40:00","2015-10-08 08:50:00","2015-10-08 09:00:00","2015-10-08 09:10:00","2015-10-08 09:20:00","2015-10-08 09:30:00","2015-10-08 09:40:00","2015-10-08 09:50:00","2015-10-08 10:00:00","2015-10-08 10:10:00","2015-10-08 10:20:00","2015-10-08 10:30:00","2015-10-08 10:40:00","2015-10-08 10:50:00","2015-10-08 11:00:00","2015-10-08 11:10:00","2015-10-08 11:20:00","2015-10-08 11:30:00","2015-10-08 11:40:00","2015-10-08 11:50:00","2015-10-08 12:00:00","2015-10-08 12:10:00","2015-10-08 12:20:00","2015-10-08 12:30:00","2015-10-08 12:40:00","2015-10-08 12:50:00","2015-10-08 13:00:00","2015-10-08 13:10:00","2015-10-08 13:20:00","2015-10-08 13:30:00","2015-10-08 13:40:00","2015-10-08 13:50:00","2015-10-08 14:00:00","2015-10-08 14:10:00","2015-10-08 14:20:00","2015-10-08 14:30:00","2015-10-08 14:40:00","2015-10-08 14:50:00","2015-10-08 15:00:00","2015-10-08 15:10:00","2015-10-08 15:20:00","2015-10-08 15:30:00","2015-10-08 15:40:00","2015-10-08 15:50:00","2015-10-08 16:00:00","2015-10-08 16:10:00","2015-10-08 16:20:00","2015-10-08 16:30:00","2015-10-08 16:40:00","2015-10-08 16:50:00","2015-10-08 17:00:00","2015-10-08 17:10:00","2015-10-08 17:20:00","2015-10-08 17:30:00","2015-10-08 17:40:00","2015-10-08 17:50:00","2015-10-08 18:00:00","2015-10-08 18:10:00","2015-10-08 18:20:00","2015-10-08 18:30:00","2015-10-08 18:40:00","2015-10-08 18:50:00","2015-10-08 19:00:00","2015-10-08 19:10:00","2015-10-08 19:20:00","2015-10-08 19:30:00","2015-10-08 19:40:00","2015-10-08 19:50:00","2015-10-08 20:00:00","2015-10-08 20:10:00","2015-10-08 20:20:00","2015-10-08 20:30:00","2015-10-08 20:40:00","2015-10-08 20:50:00","2015-10-08 21:00:00","2015-10-08 21:10:00","2015-10-08 21:20:00","2015-10-08 21:30:00","2015-10-08 21:40:00","2015-10-08 21:50:00","2015-10-08 22:00:00","2015-10-08 22:10:00","2015-10-08 22:20:00","2015-10-08 22:30:00","2015-10-08 22:40:00","2015-10-08 22:50:00","2015-10-08 23:00:00","2015-10-08 23:10:00","2015-10-08 23:20:00","2015-10-08 23:30:00","2015-10-08 23:40:00","2015-10-08 23:50:00","2015-10-09 00:00:00"
"361",3086,2,0,0,0,1,2,2,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,2,2,3,5,5,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,6,6,9,10,11,13,16,18,20,21,22,25,23,19,7,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,2,1,1,1,4,4,4,5,2,0,2,5,3,2,1,2,1,0
"362",3087,9,9,9,9,10,9,9,9,9,9,8,8,9,9,10,10,10,9,9,9,11,11,11,11,11,11,10,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,6,5,5,5,5,5,5,4,4,4,3,3,3,4,3,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,7,6,5,5,5,6,8,8,7,7,7,6,7,6
"363",3088,7,8,8,8,8,9,9,9,9,9,10,10,9,9,9,9,9,9,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,7,7,7,8,7,7,7,7,6,6,5,5,5,2,3,3,2,3,3,2,2,2,3,3,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,6,6,6,6,5,5,5,6,7,7,6,6,7,8,8,8,9,8,8,8,8,9,9,9,11,11,11
"364",3090,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,1,1,2,2,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,4,4,4,4,5,5,10,11,13,16,20,22,24,24,14,16,19,23,22,21,21,23,26,27,28,28,28,29,27,27,29,30,26,26,26,26,26,27,27,25,25,25,23,22,23,22,24,26,26,26,27,27,26,26,28,29,30,30,30,29,29,27,26,26,26,25,23,24,26,26,25,24,21,19,17,13,13,10,8,9,7
"365",3091,7,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,3,3,3,2,2,2,3,3,3,5,6,5,5,3,3,4,4,4,1
"366",3092,20,19,18,16,16,14,16,16,15,14,12,12,11,9,9,9,8,5,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,6,9,9,8,8,7,7,7,7,9,12,12,12,12,11,12,13,14,14,14,14,14,16,16,17,16,16,17,18,18,17,16,18,18,18,17,17,15,14,15,15,15,14,13,12,12,12,10,9,9,6,5,5,5,2,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0
"367",3093,8,2,1,2,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,3,3,2,2,3,4,4,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,5,6,7,9,11,15,19,20,22,22,22,22,25,26,27,27,26,27,27,26,19,9,9,9,9,8,5,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,2,3,3,2,3,5,3,1,2,1,1,1,2,2,2,2,7,7,6,5,3,2,1,2,1,1,1,2
"368",3094,11,10,9,7,7,7,7,8,7,7,8,8,8,8,8,8,8,8,8,7,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,6,7,7,4,3,3,2,2,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,1,1,2,2,2,2,2,2,2
"369",3095,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,7,7,5,4,4,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,3,3,2,3,2,2,2
"370",3097,5,5,5,5,5,5,6,8,8,8,8,8,8,8,9,9,9,10,10,10,10,10,10,11,11,11,11,11,11,11,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,11,11,10,9,9,7,6,6,8,8,6,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,2,2,1,1,3,2,1,2,2,4,3,5,6
"371",3098,4,5,6,5,5,5,5,5,5,5,5,5,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,2,2,3,3,4,4,4,2,3,1,2,2,1,1,2,1,1,1,1,2,2,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
"372",3101,19,18,13,9,11,10,10,11,11,11,11,11,10,9,7,7,8,8,7,7,8,8,7,7,7,7,7,7,7,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,8,7,7,7,7,7,6,5,5,5,5,5,4,4,3,3,4,4,3,4,4,4,4,1,1,1,1,4,4,3,3,3,3,4,4,4,4,3,3,3,1,1,3,3,3,3,3,3,3,3,2,1,2,1,1,0,1,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,1,1,1,2,2,3,5,7,7
"373",3102,7,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,4,4,4,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3,1,1,0,0,0,0,0,0,0,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,0,0,0,3,3,3,3,4,4,3,3,4,4,5,5,5,4,3,3,4,4,4,4,4,4,5,5,5,5
"374",3103,14,14,15,15,17,17,18,17,17,15,15,15,14,14,13,13,13,13,13,12,12,12,11,11,11,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,8,8,8,8,7,6,6,6,5,9,11,11,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,9,11,3,0,0,3,3,11,11,11,11,11,11,12,12,12,13,10,10,8,6,6,4,5,0,0,0,0,0,0,1,2,3,2,2,2,3,2,0,0,1,1,0,0,0,0
"375",3104,12,12,16,14,14,14,13,13,13,13,13,14,13,12,13,13,12,12,11,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,12,12,11,11,10,9,7,9,9,11,10,10,10,11,12,11,12,11,12,13,16,15,16,14,14,13,13,13,13,13,13,15,14,15,13,13,17,20,22,19,19,18,18,18,17,17,17,19,20,24,25,27,27,26,27,27,28,28,28,28,28,30,28,28,25,14,14,15,11,11,11,12,13,13,13,12,10,12,14
"376",3105,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,7,7,7,7,7,7,7,7,7,6,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,7,7,7,7,6,6,6,6,6,6,6,7,7,7,7,7,7,6,6,6,6,6,6,6,6,7,7,7,7,8,7,7,9,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,9,9,10,11,9,9,9,9,9
"377",3106,6,8,10,11,11,12,12,12,12,13,14,14,13,13,15,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,17,14,12,8,8,2,0,0,0,0,0,0,0,11,10,11,10,8,8,6,6,4,4,4,4,3,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,4,6,8,9,9,9,9,9,9,9
"378",3107,6,8,11,12,15,18,15,15,15,15,13,13,14,16,16,17,17,18,18,18,18,18,17,17,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,16,16,17,17,17,17,18,16,16,15,13,11,10,9,9,8,11,10,9,9,7,8,7,3,4,4,4,4,6,4,3,3,3,3,3,4,4,4,5,6,6,10,8,7,7,7,7,5,6,4,1,1,0,0,0,0,0,1,1,0,1,2,2,1,1,0,5,8,8,10,8,10,10,9,9,10,11
"379",3108,12,16,16,16,16,16,16,16,18,18,19,19,18,19,19,18,18,19,19,19,19,20,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,22,22,22,21,22,20,18,16,14,9,8,5,5,4,0,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,2,3,3,3,4,4,3,3,4,5,5,6,7,7,6,6,6,7,9,11,12,13,13
"380",3109,6,7,8,8,8,8,6,7,7,7,6,7,7,8,9,9,9,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,9,9,9,9,9,9,9,9,9,9,8,7,7,7,7,5,2,3,3,2,2,1,1,0,0,0,0,0,0,2,2,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,2,3,2,2,3,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,7,7,8,7,7,8,6,6,5,7,7,7,7,8,8,8
"381",3110,4,5,5,4,4,4,5,5,3,3,4,4,5,6,6,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,7,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,8,8,7,7,6,6,6,6,5,4,3,2,0,0,0,0,0,0,0,1,2,1,0,6,5,6,6,6,5,5,5,5,5,6,7,7,7,6,4,4,4,4,4,4,4,5,6,3,2,2,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,4,1,1,0,1,3,1,1,0
"382",3111,2,1,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3,3,3,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,6,6,5,5,6,6,6,6,6,6,5,5,5,4,4,5,5,5,5,5,6,5,5,5,5,6,5,5,5,7,7,7,7,8,8,8,8,9,8,8,8,9,9,8,8,9,10,11,11,12,12,13,12,12
"383",3112,8,8,9,7,10,10,10,10,10,10,11,11,11,9,9,10,9,10,10,10,11,11,12,12,12,12,11,11,11,11,11,11,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,11,10,10,10,11,11,13,12,12,13,14,14,15,14,14,14,13,15,14,14,15,16,17,17,17,18,16,15,16,15,14,15,16,15,14,14,15,16,15,14,13,13,12,12,13,13,13,13,13,13,13,14,15,15,14,14,13,13,14,19,16,17,17,13,16,14,18,20,19,21,22,22,22,22,20
"384",3113,7,7,8,8,6,6,6,6,6,6,6,6,7,5,5,6,6,5,6,6,6,8,6,6,6,6,6,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,10,10,10,11,12,12,12,11,10,8,8,7,6,4,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,2,2,2,2,1,1,1,1,1,3,3,3,4,3,4,2,2,1,1,1,2,4,5,6,6,5,6,6,5,6,7,6,6,4
"385",3114,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,6,6,9,9,9,9,8,9,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,11,12,11,9,9,9,7,8,8,8,7,7,7,7,5,5,5,6,6
"386",3115,11,11,13,13,11,11,12,11,11,12,13,13,14,13,14,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,6,7,7,6,7,6,6,7,8,7,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,4,5,6,4,4,5,8,6,8
"387",3116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,2,2,2
"388",3117,7,7,7,7,7,8,9,9,9,9,10,10,10,10,10,10,9,10,10,11,11,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,11,11,11,11,11,11,11,10,9,9,8,7,7,8,7,6,5,4,4,3,4,4,3,3,3,3,4,4,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,7,7,7,7,7,7
"389",3118,9,11,12,12,12,12,11,12,12,12,12,12,11,11,11,12,12,12,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,10,10,9,9,9,8,8,5,5,4,4,4,4,4,4,4,3,3,1,1,1,1,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,11,11,11,10,13,11,11,11,11,11,11,11,11,13,13,14,14
"390",3119,3,3,3,4,2,2,4,3,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,5,4,4,6,6,7,8,10,10,12,14,17,17,17,19,18,19,19,20,21,21,22,21,20,19,20,20,21,21,20,20,20,22,21,23,23,24,24,24,24,24,25,23,23,22,22,22,23,23,23,24,26,26,25,25,26,26,24,24,24,25,26,26,25,24,22,23,25,25,26,26,23,19,19,18,15,15,14,12
"391",3120,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,8,8,8,8,8,8,8,8,9,9,8,8,8,8,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,9,9,9,9,10,10,10,10,10,12,12,13,12,12,12,12,12,12,12,12,12,12,14,14,13,12,12,12,13,13,14,14,14,14
"392",3121,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,9,9,9,9,9,8,8,8,8,8,8,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,6,6,6,5,6,6,6,5,5,5,3,2,2,2,2,2,2,2,2
"393",3122,9,9,9,9,12,12,12,12,12,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,14,14,14,14,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,17,17
"394",3123,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,15,15,15,15,15,15,16,16,16,14,13,13,13,13,14,14,14,14,14,14,13
"395",3124,25,25,26,26,26,26,26,26,25,25,26,26,26,26,24,24,24,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,25,25,25,24,24,23,22,22,22,21,20,17,14,13,13,12,13,12,12,10,11,10,8,7,7,7,7,7,5,4,2,3,3,1,1,1,1,1,2,2,2,2,1,1,1,1,3,3,3,2,1,1,0,0,0,0,0,1,1,5,6,5,7,6,6,8,7,8,9,11,11,11,11,13,15,16,15,16,18,19,19
"396",3125,10,10,9,8,7,7,7,7,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,10,10,11,11,10,11,11,12,13,13,12,12,11,11,11,11,11,11,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,9,10,10,10,11,11,11,11,9,9,9,9,9,8,8,8,8,8,9,9,9,9,9,10,10,10,10,10,10,11,11,10,11,12,12,12,12,13,10,10,11,11,12,12
"397",3126,4,4,4,5,5,6,6,6,6,6,5,5,6,6,6,7,7,7,7,7,7,7,7,7,7,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,7,9,8,8,8,8,8,7,8,8,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,11,12,12,12,12,12,13,13,13,13,13,13,10,10,9,9,11,10,9,9,9,10,11,9,6,6,6,5,4,5,5,4,4,6,5,4,4
"398",3127,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16
"399",3128,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,17,16,16,16,16,16,16,16,16,16,16,15,15,14,14,14,15,15,15,15,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"400",3129,12,13,14,15,17,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,16,16,16,16,17,17,17,17,17,17,18,18,18,19,19,19,19,19,19,19,19,19,20,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,20,20,18,19,17,15,14,14,15,15,17,16,17,17,17,17,17,17,17,16,15,15,15,15,15,15,15,16,16,16,16,16,16,17,17,17,18,18,19,18,17,17,17,17,17,16,16,16,16,17,17,16,16,16,16,15,15,15,13,14,16,15,12,13,14,14,15,14,14,16,17,15,16,18,18
